0,0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,1.0
7,1.0
8,1.0
9,1.0
10,2.0
11,2.0
12,2.0
13,2.0
14,2.0
15,3.0
16,3.0
17,3.0
18,3.0
19,4.0
20,4.0
21,4.0
22,4.0
23,4.0
24,4.0
25,4.0
26,4.0
27,4.0
28,4.0
29,4.0
30,4.0
31,4.0
32,4.0
33,4.0
34,4.0
35,4.0
36,4.0
37,4.0
38,4.0
39,4.0
40,4.0
41,4.0
42,4.0
43,6.0
44,6.0
45,6.0
46,6.0
47,6.0
48,6.0
49,6.0
50,6.0
51,6.0
52,6.0
53,6.0
54,6.0
55,6.0
56,8.0
57,8.0
58,8.0
59,8.0
60,8.0
61,8.0
62,8.0
63,8.0
64,8.0
65,8.0
66,8.0
67,8.0
68,8.0
69,8.0
70,8.0
71,8.0
72,9.0
73,9.0
74,9.0
75,9.0
76,10.0
77,10.0
78,10.0
79,10.0
80,10.0
81,10.0
82,10.0
83,11.0
84,11.0
85,11.0
86,11.0
87,11.0
88,11.0
89,11.0
90,11.0
91,11.0
92,11.0
93,11.0
94,11.0
95,11.0
96,13.0
97,13.0
98,13.0
99,14.0
100,14.0
101,14.0
102,14.0
103,14.0
104,14.0
105,14.0
106,14.0
107,14.0
108,14.0
109,14.0
110,14.0
111,14.0
112,14.0
113,14.0
114,14.0
115,15.0
116,15.0
117,15.0
118,15.0
119,15.0
120,15.0
121,15.0
122,15.0
123,15.0
124,15.0
125,15.0
126,15.0
127,15.0
128,15.0
129,15.0
130,15.0
131,15.0
132,15.0
133,15.0
134,15.0
135,16.0
136,16.0
137,16.0
138,16.0
139,17.0
140,17.0
141,17.0
142,17.0
143,17.0
144,18.0
145,18.0
146,18.0
147,18.0
148,18.0
149,18.0
150,18.0
151,18.0
152,18.0
153,18.0
154,18.0
155,18.0
156,18.0
157,18.0
158,18.0
159,18.0
160,18.0
161,18.0
162,18.0
163,18.0
164,18.0
165,18.0
166,18.0
167,18.0
168,18.0
169,18.0
170,18.0
171,18.0
172,18.0
173,18.0
174,18.0
175,18.0
176,18.0
177,18.0
178,18.0
179,18.0
180,18.0
181,18.0
182,18.0
183,18.0
184,20.0
185,20.0
186,20.0
187,20.0
188,20.0
189,20.0
190,20.0
191,20.0
192,20.0
193,20.0
194,20.0
195,20.0
196,20.0
197,20.0
198,20.0
199,20.0
200,22.0
201,22.0
202,22.0
203,22.0
204,22.0
205,22.0
206,22.0
207,23.0
208,23.0
209,23.0
210,23.0
211,23.0
212,24.0
213,24.0
214,24.0
215,24.0
216,24.0
217,24.0
218,24.0
219,25.0
220,25.0
221,25.0
222,25.0
223,25.0
224,25.0
225,25.0
226,26.0
227,26.0
228,26.0
229,26.0
230,26.0
231,26.0
232,26.0
233,26.0
234,26.0
235,28.0
236,28.0
237,28.0
238,28.0
239,28.0
240,28.0
241,28.0
242,28.0
243,29.0
244,29.0
245,29.0
246,29.0
247,29.0
248,29.0
249,29.0
250,29.0
251,29.0
252,29.0
253,29.0
254,29.0
255,29.0
256,29.0
257,29.0
258,30.0
259,30.0
260,30.0
261,30.0
262,30.0
263,30.0
264,30.0
265,30.0
266,30.0
267,30.0
268,30.0
269,30.0
270,30.0
271,30.0
272,30.0
273,30.0
274,31.0
275,31.0
276,31.0
277,31.0
278,32.0
279,32.0
280,32.0
281,32.0
282,32.0
283,32.0
284,32.0
285,32.0
286,32.0
287,32.0
288,32.0
289,34.0
290,34.0
291,34.0
292,34.0
